station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
EHGG,2022-04-25 01:25,44.60,41.00,87.09,40.00,6.00,0.00,29.83,,6.21,,NSC,,,,,,,,,,,,,,,40.71,EHGG 250125Z AUTO 04006KT 9999 NSC 07/05 Q1010,
EHGG,2022-04-25 01:55,44.60,41.00,87.09,20.00,8.00,0.00,29.83,,6.21,,NSC,,,,,,,,,,,,,,,39.63,EHGG 250155Z AUTO 02008KT 9999 NSC 07/05 Q1010,
EHGG,2022-04-25 02:25,44.60,41.00,87.09,30.00,8.00,0.00,29.83,,6.21,,OVC,,,,1300.00,,,,,,,,,,,39.63,EHGG 250225Z AUTO 03008KT 9999 OVC013 07/05 Q1010,
EHGG,2022-04-25 02:55,44.60,41.00,87.09,30.00,7.00,0.00,29.83,,6.21,,OVC,,,,1500.00,,,,,,,,,,,40.14,EHGG 250255Z AUTO 03007KT 9999 OVC015 07/05 Q1010,
EHGG,2022-04-25 03:25,44.60,39.20,81.20,40.00,8.00,0.00,29.83,,6.21,,OVC,,,,1400.00,,,,,,,,,,,39.63,EHGG 250325Z AUTO 04008KT 010V080 9999 OVC014 07/04 Q1010,
EHGG,2022-04-25 03:55,44.60,39.20,81.20,70.00,10.00,0.00,29.83,,6.21,,OVC,,,,1300.00,,,,,,,,,,,38.77,EHGG 250355Z AUTO 07010KT 9999 OVC013 07/04 Q1010 TEMPO BKN015,
EHGG,2022-04-25 04:25,44.60,39.20,81.20,60.00,11.00,0.00,29.83,,6.21,,OVC,,,,1100.00,,,,,,,,,,,38.39,EHGG 250425Z AUTO 06011KT 9999 OVC011 07/04 Q1010 TEMPO BKN015,
EHGG,2022-04-25 04:55,44.60,39.20,81.20,40.00,8.00,0.00,29.85,,6.21,,BKN,OVC,,,1200.00,1400.00,,,,,,,,,,39.63,EHGG 250455Z AUTO 04008KT 010V080 9999 BKN012 OVC014 07/04 Q1011 TEMPO BKN015,
EHGG,2022-04-25 05:25,44.60,39.20,81.20,40.00,8.00,0.00,29.85,,6.21,,OVC,,,,1400.00,,,,,,,,,,,39.63,EHGG 250525Z AUTO 04008KT 010V070 9999 OVC014 07/04 Q1011 NOSIG,
EHGG,2022-04-25 05:55,44.60,39.20,81.20,60.00,10.00,0.00,29.85,,6.21,,OVC,,,,1400.00,,,,,,,,,,,38.77,EHGG 250555Z AUTO 06010KT 020V090 9999 OVC014 07/04 Q1011 TEMPO BKN016,
EHGG,2022-04-25 06:25,44.60,39.20,81.20,60.00,9.00,0.00,29.85,,6.21,,BKN,OVC,,,1300.00,1500.00,,,,,,,,,,39.18,EHGG 250625Z AUTO 06009KT 9999 BKN013 OVC015 07/04 Q1011 TEMPO BKN016,
EHGG,2022-04-25 06:55,44.60,39.20,81.20,60.00,10.00,0.00,29.88,,6.21,,OVC,,,,1200.00,,,,,,,,,,,38.77,EHGG 250655Z AUTO 06010KT 9999 OVC012 07/04 Q1012 NOSIG,
EHGG,2022-04-25 07:25,44.60,39.20,81.20,50.00,9.00,0.00,29.88,,6.21,,OVC,,,,1200.00,,,,,,,,,,,39.18,EHGG 250725Z AUTO 05009KT 030V090 9999 OVC012 07/04 Q1012 NOSIG,
EHGG,2022-04-25 07:55,44.60,39.20,81.20,60.00,11.00,0.00,29.88,,6.21,,OVC,,,,1200.00,,,,,,,,,,,38.39,EHGG 250755Z AUTO 06011KT 9999 OVC012 07/04 Q1012 NOSIG,
EHGG,2022-04-25 08:25,46.40,41.00,81.34,60.00,11.00,0.00,29.88,,6.21,,OVC,,,,1300.00,,,,,,,,,,,40.66,EHGG 250825Z AUTO 06011KT 9999 OVC013 08/05 Q1012 BECMG SCT020 OVC050,
EHGG,2022-04-25 08:55,46.40,41.00,81.34,50.00,12.00,0.00,29.88,,6.21,,BKN,OVC,,,1400.00,1700.00,,,,,,,,,,40.33,EHGG 250855Z AUTO 05012KT 9999 BKN014 OVC017 08/05 Q1012 BECMG SCT020,
EHGG,2022-04-25 09:25,46.40,39.20,75.84,70.00,10.00,0.00,29.91,,6.21,,FEW,,,,1700.00,,,,,,,,,,,41.03,EHGG 250925Z AUTO 07010KT 040V100 9999 FEW017/// 08/04 Q1013 NOSIG,
EHGG,2022-04-25 09:55,48.20,41.00,76.01,60.00,8.00,0.00,29.91,,6.21,,FEW,,,,1700.00,,,,,,,,,,,44.07,EHGG 250955Z AUTO 06008KT 020V090 9999 FEW017 09/05 Q1013 NOSIG,
EHGG,2022-04-25 10:25,50.00,41.00,71.07,50.00,8.00,0.00,29.91,,6.21,,NSC,,,,,,,,,,,,,,,50.00,EHGG 251025Z AUTO 05008KT 010V080 9999 NSC 10/05 Q1013 NOSIG,
EHGG,2022-04-25 10:55,50.00,41.00,71.07,60.00,8.00,0.00,29.91,,6.21,,NSC,,,,,,,,,,,,,,,50.00,EHGG 251055Z AUTO 06008KT 040V100 9999 NSC 10/05 Q1013 NOSIG,
EHGG,2022-04-25 11:25,51.80,42.80,71.26,60.00,7.00,0.00,29.91,,6.21,,NSC,,,,,,,,,,,,,,,51.80,EHGG 251125Z AUTO 06007KT 030V090 9999 NSC 11/06 Q1013 NOSIG,
EHGG,2022-04-25 11:55,53.60,42.80,66.70,60.00,9.00,0.00,29.91,,6.21,,SCT,SCT,BKN,,2800.00,3400.00,4900.00,,,,,,,,,53.60,EHGG 251155Z AUTO 06009KT 020V110 9999 SCT028 SCT034 BKN049 12/06 Q1013 NOSIG,
EHGG,2022-04-25 12:25,53.60,42.80,66.70,100.00,8.00,0.00,29.91,,6.21,,FEW,OVC,,,3700.00,4600.00,,,,,,,,,,53.60,EHGG 251225Z AUTO 10008KT 060V140 9999 FEW037 OVC046 12/06 Q1013 NOSIG,
EHGG,2022-04-25 12:55,53.60,42.80,66.70,90.00,5.00,0.00,29.91,,6.21,,FEW,OVC,,,3800.00,4400.00,,,,,,,,,,53.60,EHGG 251255Z AUTO 09005KT 050V130 9999 FEW038 OVC044 12/06 Q1013 NOSIG,
EHGG,2022-04-25 13:25,53.60,41.00,62.23,60.00,10.00,0.00,29.91,,6.21,,SCT,OVC,,,3300.00,3800.00,,,,,,,,,,53.60,EHGG 251325Z AUTO 06010KT 030V090 9999 SCT033 OVC038 12/05 Q1013 NOSIG,
EHGG,2022-04-25 13:55,53.60,42.80,66.70,50.00,10.00,0.00,29.94,,6.21,,BKN,OVC,,,3000.00,3500.00,,,,,,,,,,53.60,EHGG 251355Z AUTO 05010KT 020V080 9999 BKN030 OVC035 12/06 Q1014 NOSIG,
EHGG,2022-04-25 14:25,53.60,44.60,71.45,50.00,6.00,0.00,29.94,,6.21,,OVC,,,,3100.00,,,,,,,,,,,53.60,EHGG 251425Z AUTO 05006KT 010V080 9999 OVC031 12/07 Q1014 REDZ NOSIG,
EHGG,2022-04-25 14:55,53.60,42.80,66.70,30.00,9.00,0.00,29.94,,6.21,,FEW,OVC,,,3000.00,3800.00,,,,,,,,,,53.60,EHGG 251455Z AUTO 03009KT 350V070 9999 FEW030/// OVC038/// 12/06 Q1014 NOSIG,
EHGG,2022-04-25 15:25,53.60,42.80,66.70,30.00,10.00,0.00,29.94,,6.21,,OVC,,,,4100.00,,,,,,,,,,,53.60,EHGG 251525Z AUTO 03010KT 360V060 9999 OVC041 12/06 Q1014 NOSIG,
EHGG,2022-04-25 15:55,51.80,41.00,66.48,20.00,10.00,0.00,29.94,,6.21,,BKN,,,,4500.00,,,,,,,,,,,51.80,EHGG 251555Z AUTO 02010KT 340V050 9999 BKN045 11/05 Q1014 NOSIG,
EHGG,2022-04-25 16:25,51.80,41.00,66.48,30.00,10.00,0.00,29.94,,6.21,,NSC,,,,,,,,,,,,,,,51.80,EHGG 251625Z AUTO 03010KT 330V060 9999 NSC 11/05 Q1014 NOSIG,
EHGG,2022-04-25 16:55,51.80,37.40,57.77,20.00,11.00,0.00,29.94,,6.21,,SCT,,,,4700.00,,,,,,,,,,,51.80,EHGG 251655Z AUTO 02011KT 340V060 9999 SCT047 11/03 Q1014 NOSIG,
EHGG,2022-04-25 17:25,51.80,35.60,53.81,30.00,11.00,0.00,29.94,,6.21,,BKN,,,,4600.00,,,,,,,,,,,51.80,EHGG 251725Z AUTO 03011KT 350V060 9999 BKN046 11/02 Q1014 NOSIG,
EHGG,2022-04-25 17:55,50.00,35.60,57.52,30.00,12.00,0.00,29.97,,6.21,,BKN,,,,4700.00,,,,,,,,,,,50.00,EHGG 251755Z AUTO 03012KT 360V060 9999 BKN047 10/02 Q1015 NOSIG,
EHGG,2022-04-25 18:25,50.00,37.40,61.76,30.00,10.00,0.00,29.97,,6.21,,NSC,,,,,,,,,,,,,,,50.00,EHGG 251825Z AUTO 03010KT 350V050 9999 NSC 10/03 Q1015 NOSIG,
EHGG,2022-04-25 18:55,48.20,37.40,66.05,20.00,9.00,0.00,29.97,,6.21,,NSC,,,,,,,,,,,,,,,43.66,EHGG 251855Z AUTO 02009KT 340V050 9999 NSC 09/03 Q1015 NOSIG,
EHGG,2022-04-25 19:25,46.40,37.40,70.68,20.00,9.00,0.00,29.97,,6.21,,NSC,,,,,,,,,,,,,,,41.42,EHGG 251925Z AUTO 02009KT 340V050 9999 NSC 08/03 Q1015 NOSIG,
EHGG,2022-04-25 19:55,46.40,37.40,70.68,20.00,8.00,0.00,30.00,,6.21,,NSC,,,,,,,,,,,,,,,41.85,EHGG 251955Z AUTO 02008KT 340V060 9999 NSC 08/03 Q1016 NOSIG,
EHGG,2022-04-25 20:25,46.40,37.40,70.68,20.00,7.00,0.00,30.00,,6.21,,OVC,,,,4800.00,,,,,,,,,,,42.33,EHGG 252025Z AUTO 02007KT 340V050 9999 OVC048 08/03 Q1016 NOSIG,
EHGG,2022-04-25 20:55,46.40,39.20,75.84,10.00,6.00,0.00,30.00,,6.21,,NSC,,,,,,,,,,,,,,,42.87,EHGG 252055Z AUTO 01006KT 340V050 9999 NSC 08/04 Q1016 NOSIG,
EHGG,2022-04-25 21:25,44.60,39.20,81.20,10.00,5.00,0.00,30.00,,6.21,,NSC,,,,,,,,,,,,,,,41.36,EHGG 252125Z AUTO 01005KT 340V040 9999 NSC 07/04 Q1016,
EHGG,2022-04-25 21:55,44.60,39.20,81.20,360.00,5.00,0.00,30.00,,6.21,,NSC,,,,,,,,,,,,,,,41.36,EHGG 252155Z AUTO 36005KT 330V040 9999 NSC 07/04 Q1016,
EHGG,2022-04-25 22:25,44.60,41.00,87.09,10.00,7.00,0.00,30.00,,6.21,,NSC,,,,,,,,,,,,,,,40.14,EHGG 252225Z AUTO 01007KT 340V040 9999 NSC 07/05 Q1016,
EHGG,2022-04-25 22:55,44.60,41.00,87.09,10.00,6.00,0.00,30.00,,6.21,,NSC,,,,,,,,,,,,,,,40.71,EHGG 252255Z AUTO 01006KT 340V040 9999 NSC 07/05 Q1016,
EHGG,2022-04-25 23:25,46.40,41.00,81.34,10.00,7.00,0.00,30.00,,6.21,,NSC,,,,,,,,,,,,,,,42.33,EHGG 252325Z AUTO 01007KT 330V040 9999 NSC 08/05 Q1016,
EHGG,2022-04-25 23:55,46.40,42.80,87.19,10.00,7.00,0.00,30.00,,6.21,,NSC,,,,,,,,,,,,,,,42.33,EHGG 252355Z AUTO 01007KT 330V050 9999 NSC 08/06 Q1016,
EHGG,2022-04-26 00:25,44.60,42.80,93.35,10.00,6.00,0.00,30.00,,6.21,,NSC,,,,,,,,,,,,,,,40.71,EHGG 260025Z AUTO 01006KT 330V050 9999 NSC 07/06 Q1016,
EHGG,2022-04-26 00:55,44.60,42.80,93.35,10.00,6.00,0.00,30.00,,6.21,,NSC,,,,,,,,,,,,,,,40.71,EHGG 260055Z AUTO 01006KT 330V050 9999 NSC 07/06 Q1016,
EHGG,2022-04-26 01:25,44.60,41.00,87.09,360.00,5.00,0.00,30.00,,6.21,,NSC,,,,,,,,,,,,,,,41.36,EHGG 260125Z AUTO 36005KT 330V040 9999 NSC 07/05 Q1016,
EHGG,2022-04-26 01:55,42.80,41.00,93.30,10.00,6.00,0.00,30.00,,6.21,,NCD,,,,,,,,,,,,,,,38.54,EHGG 260155Z AUTO 01006KT 320V030 9999 NCD 06/05 Q1016,
EHGG,2022-04-26 02:25,42.80,41.00,93.30,360.00,6.00,0.00,30.00,,6.21,,FEW,,,,1200.00,,,,,,,,,,,38.54,EHGG 260225Z AUTO 36006KT 310V040 9999 FEW012 06/05 Q1016,
EHGG,2022-04-26 02:55,42.80,41.00,93.30,,,0.00,30.00,,6.21,,FEW,,,,1200.00,,,,,,,,,,,,EHGG 260255Z AUTO /////KT 9999 FEW012 06/05 Q1016,
EHGG,2022-04-26 03:25,42.80,41.00,93.30,360.00,6.00,0.00,30.00,,6.21,,SCT,,,,1200.00,,,,,,,,,,,38.54,EHGG 260325Z AUTO 36006KT 330V030 9999 SCT012 06/05 Q1016,
EHGG,2022-04-26 03:55,42.80,41.00,93.30,10.00,6.00,0.00,30.03,,6.21,,BKN,,,,1300.00,,,,,,,,,,,38.54,EHGG 260355Z AUTO 01006KT 330V050 9999 BKN013 06/05 Q1017,
EHGG,2022-04-26 04:25,44.60,41.00,87.09,20.00,6.00,0.00,30.03,,6.21,,BKN,,,,1300.00,,,,,,,,,,,40.71,EHGG 260425Z AUTO 02006KT 350V050 9999 BKN013 07/05 Q1017 BECMG SCT016,
EHGG,2022-04-26 04:55,44.60,41.00,87.09,10.00,5.00,0.00,30.03,,6.21,,OVC,,,,1400.00,,,,,,,,,,,41.36,EHGG 260455Z AUTO 01005KT 330V050 9999 OVC014 07/05 Q1017 BECMG SCT016,
EHGG,2022-04-26 05:25,44.60,41.00,87.09,10.00,7.00,0.00,30.03,,6.21,,SCT,OVC,,,1300.00,1500.00,,,,,,,,,,40.14,EHGG 260525Z AUTO 01007KT 320V040 9999 SCT013 OVC015 07/05 Q1017 BECMG SCT016,
EHGG,2022-04-26 05:55,46.40,41.00,81.34,360.00,8.00,0.00,30.03,,6.21,,SCT,,,,1400.00,,,,,,,,,,,41.85,EHGG 260555Z AUTO 36008KT 320V040 9999 SCT014 08/05 Q1017 TEMPO BKN014,
EHGG,2022-04-26 06:25,46.40,41.00,81.34,360.00,8.00,0.00,30.03,,6.21,,FEW,,,,1400.00,,,,,,,,,,,41.85,EHGG 260625Z AUTO 36008KT 290V040 9999 FEW014 08/05 Q1017 TEMPO BKN014,
EHGG,2022-04-26 06:55,48.20,41.00,76.01,360.00,8.00,0.00,30.06,,6.21,,BKN,BKN,BKN,,1500.00,1800.00,2400.00,,,,,,,,,44.07,EHGG 260655Z AUTO 36008KT 320V060 9999 BKN015/// BKN018/// BKN024/// 09/05 Q1018 TEMPO BKN014,
EHGG,2022-04-26 07:25,46.40,39.20,75.84,,,0.00,30.06,,6.21,,SCT,,,,1800.00,,,,,,,,,,,,EHGG 260725Z AUTO /////KT 9999 SCT018 08/04 Q1018 NOSIG,
EHGG,2022-04-26 07:55,48.20,39.20,70.88,10.00,10.00,0.00,30.06,,6.21,,OVC,,,,2000.00,,,,,,,,,,,43.28,EHGG 260755Z AUTO 01010KT 320V050 9999 OVC020 09/04 Q1018 BECMG SCT020,
EHGG,2022-04-26 08:25,50.00,39.20,66.27,350.00,9.00,0.00,30.06,,6.21,,FEW,,,,2500.00,,,,,,,,,,,50.00,EHGG 260825Z AUTO 35009KT 300V060 9999 FEW025/// 10/04 Q1018 NOSIG,
EHGG,2022-04-26 08:55,50.00,39.20,66.27,340.00,9.00,0.00,30.09,,6.21,,BKN,,,,2300.00,,,,,,,,,,,50.00,EHGG 260855Z AUTO 34009KT 300V020 9999 BKN023 10/04 Q1019 NOSIG,
EHGG,2022-04-26 09:25,51.80,37.40,57.77,350.00,10.00,0.00,30.09,,6.21,,NCD,,,,,,,,,,,,,,,51.80,EHGG 260925Z AUTO 35010KT 300V070 9999 NCD 11/03 Q1019 NOSIG,
EHGG,2022-04-26 09:55,51.80,37.40,57.77,350.00,9.00,0.00,30.09,,6.21,,SCT,,,,2900.00,,,,,,,,,,,51.80,EHGG 260955Z AUTO 35009KT 300V050 9999 SCT029 11/03 Q1019 NOSIG,
EHGG,2022-04-26 10:25,51.80,37.40,57.77,330.00,9.00,0.00,30.09,,6.21,,FEW,,,,3200.00,,,,,,,,,,,51.80,EHGG 261025Z AUTO 33009KT 290V020 9999 FEW032/// 11/03 Q1019 NOSIG,
EHGG,2022-04-26 10:55,53.60,37.40,54.07,330.00,8.00,0.00,30.09,,6.21,,BKN,,,,3100.00,,,,,,,,,,,53.60,EHGG 261055Z AUTO 33008KT 280V070 9999 BKN031/// 12/03 Q1019 NOSIG,
EHGG,2022-04-26 11:25,53.60,37.40,54.07,320.00,9.00,0.00,30.09,,6.21,,BKN,,,,3100.00,,,,,,,,,,,53.60,EHGG 261125Z AUTO 32009KT 280V050 9999 BKN031 12/03 Q1019 NOSIG,
EHGG,2022-04-26 11:55,53.60,35.60,50.36,340.00,9.00,0.00,30.09,,6.21,,SCT,,,,3500.00,,,,,,,,,,,53.60,EHGG 261155Z AUTO 34009KT 290V090 9999 SCT035 12/02 Q1019 NOSIG,
EHGG,2022-04-26 12:25,53.60,35.60,50.36,340.00,8.00,0.00,30.12,,6.21,,SCT,,,,3500.00,,,,,,,,,,,53.60,EHGG 261225Z AUTO 34008KT 290V050 9999 SCT035 12/02 Q1020 NOSIG,
EHGG,2022-04-26 12:55,51.80,37.40,57.77,340.00,7.00,0.00,30.12,,6.21,,BKN,,,,3600.00,,,,,,,,,,,51.80,EHGG 261255Z AUTO 34007KT 290V010 9999 BKN036 11/03 Q1020 NOSIG,
EHGG,2022-04-26 13:25,53.60,35.60,50.36,290.00,8.00,0.00,30.12,,6.21,,FEW,,,,3800.00,,,,,,,,,,,53.60,EHGG 261325Z AUTO 29008KT 230V360 9999 FEW038 12/02 Q1020 NOSIG,
EHGG,2022-04-26 13:55,53.60,35.60,50.36,330.00,7.00,0.00,30.12,,6.21,,SCT,,,,3600.00,,,,,,,,,,,53.60,EHGG 261355Z AUTO 33007KT 270V030 9999 SCT036 12/02 Q1020 NOSIG,
EHGG,2022-04-26 14:25,51.80,37.40,57.77,340.00,10.00,0.00,30.12,,6.21,,BKN,BKN,,,3400.00,3900.00,,,,,,,,,,51.80,EHGG 261425Z AUTO 34010KT 300V040 9999 BKN034 BKN039 11/03 Q1020 NOSIG,
EHGG,2022-04-26 14:55,53.60,37.40,54.07,340.00,9.00,0.00,30.12,,6.21,,SCT,,,,4200.00,,,,,,,,,,,53.60,EHGG 261455Z AUTO 34009KT 290V020 9999 SCT042 12/03 Q1020 NOSIG,
EHGG,2022-04-26 15:25,53.60,35.60,50.36,340.00,9.00,0.00,30.12,,6.21,,NSC,,,,,,,,,,,,,,,53.60,EHGG 261525Z AUTO 34009KT 290V020 9999 NSC 12/02 Q1020 NOSIG,
EHGG,2022-04-26 15:55,51.80,37.40,57.77,330.00,9.00,0.00,30.12,,6.21,,FEW,SCT,,,3300.00,3900.00,,,,,,,,,,51.80,EHGG 261555Z AUTO 33009KT 290V030 9999 FEW033 SCT039 11/03 Q1020 NOSIG,
EHGG,2022-04-26 16:25,51.80,37.40,57.77,360.00,7.00,0.00,30.12,,6.21,,NCD,,,,,,,,,,,,,,,51.80,EHGG 261625Z AUTO 36007KT 300V050 9999 NCD 11/03 Q1020 NOSIG,
EHGG,2022-04-26 16:55,51.80,35.60,53.81,350.00,8.00,0.00,30.12,,6.21,,FEW,,,,3200.00,,,,,,,,,,,51.80,EHGG 261655Z AUTO 35008KT 290V050 9999 FEW032 11/02 Q1020 NOSIG,
EHGG,2022-04-26 17:25,50.00,35.60,57.52,360.00,8.00,0.00,30.12,,6.21,,FEW,,,,4200.00,,,,,,,,,,,50.00,EHGG 261725Z AUTO 36008KT 320V050 9999 FEW042 10/02 Q1020 NOSIG,
EHGG,2022-04-26 17:55,48.20,35.60,61.52,350.00,8.00,0.00,30.15,,6.21,,NCD,,,,,,,,,,,,,,,44.07,EHGG 261755Z AUTO 35008KT 320V040 9999 NCD 09/02 Q1021 NOSIG,
EHGG,2022-04-26 18:25,48.20,37.40,66.05,360.00,7.00,0.00,30.15,,6.21,,OVC,,,,3800.00,,,,,,,,,,,44.53,EHGG 261825Z AUTO 36007KT 320V030 9999 OVC038 09/03 Q1021 NOSIG,
EHGG,2022-04-26 18:55,46.40,37.40,70.68,360.00,4.00,0.00,30.15,,6.21,,OVC,,,,3900.00,,,,,,,,,,,44.24,EHGG 261855Z AUTO 36004KT 330V030 9999 OVC039 08/03 Q1021 NOSIG,
EHGG,2022-04-26 19:25,46.40,37.40,70.68,360.00,5.00,0.00,30.18,,6.21,,NCD,,,,,,,,,,,,,,,43.50,EHGG 261925Z AUTO 36005KT 330V030 9999 NCD 08/03 Q1022 NOSIG,
EHGG,2022-04-26 19:55,44.60,37.40,75.68,,,0.00,30.18,,6.21,,NCD,,,,,,,,,,,,,,,,EHGG 261955Z AUTO /////KT 9999 NCD 07/03 Q1022 NOSIG,
EHGG,2022-04-26 20:25,41.00,37.40,86.89,360.00,3.00,0.00,30.18,,6.21,,NCD,,,,,,,,,,,,,,,38.98,EHGG 262025Z AUTO 36003KT 9999 NCD 05/03 Q1022 NOSIG,
EHGG,2022-04-26 20:55,37.40,33.80,86.69,,1.00,0.00,30.18,,6.21,,OVC,,,,3600.00,,,,,,,,,,,37.40,EHGG 262055Z AUTO VRB01KT 9999 OVC036 03/01 Q1022 NOSIG,
EHGG,2022-04-26 21:25,39.20,35.60,86.79,260.00,3.00,0.00,30.18,,6.21,,BKN,BKN,,,3600.00,4000.00,,,,,,,,,,36.92,EHGG 262125Z AUTO 26003KT 9999 BKN036 BKN040 04/02 Q1022,
EHGG,2022-04-26 21:55,39.20,37.40,93.19,260.00,1.00,0.00,30.21,,6.21,,FEW,SCT,,,2600.00,4100.00,,,,,,,,,,39.20,EHGG 262155Z AUTO 26001KT 9999 FEW026 SCT041 04/03 Q1023,
EHGG,2022-04-26 22:25,37.40,33.80,86.69,270.00,1.00,0.00,30.21,,6.21,,FEW,,,,4200.00,,,,,,,,,,,37.40,EHGG 262225Z AUTO 27001KT 9999 FEW042/// 03/01 Q1023,
EHGG,2022-04-26 22:55,35.60,33.80,93.08,220.00,3.00,0.00,30.21,,6.21,,BKN,,,,4100.00,,,,,,,,,,,32.80,EHGG 262255Z AUTO 22003KT 9999 BKN041 02/01 Q1023,
EHGG,2022-04-26 23:25,35.60,35.60,100.00,150.00,1.00,0.00,30.21,,6.21,,OVC,,,,4000.00,,,,,,,,,,,35.60,EHGG 262325Z AUTO 15001KT 9999 OVC040 02/02 Q1023,
EHGG,2022-04-26 23:55,37.40,37.40,100.00,,2.00,0.00,30.21,,6.21,,OVC,,,,4100.00,,,,,,,,,,,37.40,EHGG 262355Z AUTO VRB02KT 9999 OVC041/// 03/03 Q1023,
EHGG,2022-04-27 00:25,39.20,37.40,93.19,260.00,2.00,0.00,30.21,,6.21,,BKN,OVC,,,3100.00,3600.00,,,,,,,,,,39.20,EHGG 270025Z AUTO 26002KT 9999 BKN031/// OVC036/// 04/03 Q1023,
EHGG,2022-04-27 00:55,41.00,37.40,86.89,220.00,3.00,0.00,30.21,,6.21,,OVC,,,,4100.00,,,,,,,,,,,38.98,EHGG 270055Z AUTO 22003KT 9999 OVC041 05/03 Q1023,
EHGG,2022-04-27 01:25,41.00,39.20,93.24,280.00,2.00,0.00,30.21,,6.21,,OVC,,,,3700.00,,,,,,,,,,,41.00,EHGG 270125Z AUTO 28002KT 9999 OVC037 05/04 Q1023,
EHGG,2022-04-27 01:55,41.00,39.20,93.24,300.00,1.00,0.00,30.21,,6.21,,BKN,OVC,,,3400.00,3900.00,,,,,,,,,,41.00,EHGG 270155Z AUTO 30001KT 9999 BKN034 OVC039 05/04 Q1023,
EHGG,2022-04-27 02:25,42.80,39.20,86.99,260.00,2.00,0.00,30.21,,6.21,,BKN,OVC,,,3700.00,4200.00,,,,,,,,,,42.80,EHGG 270225Z AUTO 26002KT 9999 BKN037 OVC042 06/04 Q1023,
EHGG,2022-04-27 02:55,42.80,41.00,93.30,,1.00,0.00,30.24,,6.21,,OVC,,,,4000.00,,,,,,,,,,,42.80,EHGG 270255Z AUTO VRB01KT 9999 OVC040 06/05 Q1024,
EHGG,2022-04-27 03:25,42.80,41.00,93.30,270.00,2.00,0.00,30.24,,6.21,,FEW,OVC,,,3000.00,4000.00,,,,,,,,,,42.80,EHGG 270325Z AUTO 27002KT 9999 FEW030 OVC040 06/05 Q1024,
EHGG,2022-04-27 03:55,42.80,41.00,93.30,270.00,2.00,0.00,30.24,,6.21,,OVC,,,,3800.00,,,,,,,,,,,42.80,EHGG 270355Z AUTO 27002KT 9999 OVC038 06/05 Q1024,
EHGG,2022-04-27 04:25,42.80,39.20,86.99,240.00,2.00,0.00,30.24,,6.21,,OVC,,,,3900.00,,,,,,,,,,,42.80,EHGG 270425Z AUTO 24002KT 9999 OVC039 06/04 Q1024 NOSIG,
EHGG,2022-04-27 04:55,42.80,41.00,93.30,270.00,2.00,0.00,30.24,,6.21,,OVC,,,,3900.00,,,,,,,,,,,42.80,EHGG 270455Z AUTO 27002KT 9999 OVC039 06/05 Q1024 NOSIG,
EHGG,2022-04-27 05:25,44.60,41.00,87.09,270.00,2.00,0.00,30.27,,6.21,,OVC,,,,3900.00,,,,,,,,,,,44.60,EHGG 270525Z AUTO 27002KT 9999 OVC039 07/05 Q1025 NOSIG,
EHGG,2022-04-27 05:55,44.60,41.00,87.09,,2.00,0.00,30.27,,6.21,,OVC,,,,3800.00,,,,,,,,,,,44.60,EHGG 270555Z AUTO VRB02KT 9999 OVC038 07/05 Q1025 NOSIG,
EHGG,2022-04-27 06:25,46.40,39.20,75.84,,2.00,0.00,30.27,,6.21,,OVC,,,,3700.00,,,,,,,,,,,46.40,EHGG 270625Z AUTO VRB02KT 9999 OVC037 08/04 Q1025 NOSIG,
EHGG,2022-04-27 06:55,46.40,37.40,70.68,,2.00,0.00,30.27,,6.21,,OVC,,,,3500.00,,,,,,,,,,,46.40,EHGG 270655Z AUTO VRB02KT 9999 OVC035 08/03 Q1025 NOSIG,
EHGG,2022-04-27 07:25,48.20,37.40,66.05,,2.00,0.00,30.30,,6.21,,OVC,,,,3600.00,,,,,,,,,,,48.20,EHGG 270725Z AUTO VRB02KT 9999 OVC036 09/03 Q1026 NOSIG,
EHGG,2022-04-27 07:55,48.20,33.80,57.26,200.00,3.00,0.00,30.30,,6.21,,OVC,,,,3800.00,,,,,,,,,,,47.21,EHGG 270755Z AUTO 20003KT 130V250 9999 OVC038 09/01 Q1026 NOSIG,
EHGG,2022-04-27 08:25,50.00,33.80,53.54,,2.00,0.00,30.30,,6.21,,OVC,,,,3600.00,,,,,,,,,,,50.00,EHGG 270825Z AUTO VRB02KT 9999 OVC036 10/01 Q1026 NOSIG,
EHGG,2022-04-27 08:55,48.20,33.80,57.26,270.00,3.00,0.00,30.30,,6.21,,OVC,,,,3400.00,,,,,,,,,,,47.21,EHGG 270855Z AUTO 27003KT 210V320 9999 OVC034 09/01 Q1026 NOSIG,
EHGG,2022-04-27 09:25,48.20,33.80,57.26,330.00,5.00,0.00,30.33,,6.21,,OVC,,,,3400.00,,,,,,,,,,,45.63,EHGG 270925Z AUTO 33005KT 300V020 9999 OVC034 09/01 Q1027 NOSIG,
EHGG,2022-04-27 09:55,50.00,35.60,57.52,,2.00,0.00,30.33,,6.21,,BKN,OVC,,,3400.00,3800.00,,,,,,,,,,50.00,EHGG 270955Z AUTO VRB02KT 9999 BKN034 OVC038 10/02 Q1027 NOSIG,
